Category ID,Category Name,Parent Category ID,Parent Category Name,Level,Has Attributes,Has Children,Description,Tags
sg-2-4-2-4-2,Stair Steppers,sg-2-4-2-4,Stair Climbers & Steppers,2,No,No,,
sg-2-4-2-4-1,Stair Climbers,,Sporting Goods,1,Yes,No,,
sg-2-4-2-4-2,Stair Steppers,,Sporting Goods,1,Yes,No,,
sg-2-4-2-5,Treadmills,,Sporting Goods,1,Yes,No,,
sg-2-4-3,Jump Ropes,,Sporting Goods,1,Yes,No,,
sg-2-5,Exercise Balls,,Sporting Goods,1,Yes,No,,
sg-2-6,Exercise Bands & Loops,,Sporting Goods,1,Yes,No,,
sg-2-7,Exercise Benches,,Sporting Goods,1,Yes,No,,
sg-2-8,Exercise Equipment Mats,,Sporting Goods,1,Yes,Yes,,
sg-2-8-1,Elliptical Trainer Mats,sg-2-8,Exercise Equipment Mats,2,No,No,,
sg-2-8-2,Exercise Bike Floor Mats,sg-2-8,Exercise Equipment Mats,2,No,No,,
sg-2-8-3,Floor Protection Mats,sg-2-8,Exercise Equipment Mats,2,No,No,,
sg-2-8-4,Rowing Machine Mats,sg-2-8,Exercise Equipment Mats,2,No,No,,
sg-2-8-5,Stair Climber & Stepper Mats,sg-2-8,Exercise Equipment Mats,2,No,No,,
sg-2-8-1,Elliptical Trainer Mats,,Sporting Goods,1,Yes,No,,
sg-2-8-2,Exercise Bike Floor Mats,,Sporting Goods,1,Yes,No,,
sg-2-8-3,Floor Protection Mats,,Sporting Goods,1,Yes,No,,
sg-2-8-4,Rowing Machine Mats,,Sporting Goods,1,Yes,No,,
sg-2-8-5,Stair Climber & Stepper Mats,,Sporting Goods,1,Yes,No,,
sg-2-9,Exercise Machine & Equipment Sets,,Sporting Goods,1,Yes,No,,
sg-2-10,Exercise Wedges,,Sporting Goods,1,Yes,No,,
sg-2-11,Foam Roller Accessories,,Sporting Goods,1,Yes,Yes,,
sg-2-11-1,Foam Roller Covers,sg-2-11,Foam Roller Accessories,2,No,No,,
sg-2-11-2,Foam Roller Handles,sg-2-11,Foam Roller Accessories,2,No,No,,
sg-2-11-3,Foam Roller Storage Bags,sg-2-11,Foam Roller Accessories,2,No,No,,
sg-2-11-4,Foam Roller Straps,sg-2-11,Foam Roller Accessories,2,No,No,,
sg-2-11-5,Foam Roller Wall Mounts,sg-2-11,Foam Roller Accessories,2,No,No,,
sg-2-11-1,Foam Roller Covers,,Sporting Goods,1,Yes,No,,
sg-2-11-2,Foam Roller Handles,,Sporting Goods,1,Yes,No,,
sg-2-11-3,Foam Roller Storage Bags,,Sporting Goods,1,Yes,No,,
sg-2-11-4,Foam Roller Straps,,Sporting Goods,1,Yes,No,,
sg-2-11-5,Foam Roller Wall Mounts,,Sporting Goods,1,Yes,No,,
sg-2-12,Foam Rollers,,Sporting Goods,1,Yes,No,,
sg-2-13,Hand Exercisers,,Sporting Goods,1,Yes,No,,
sg-2-14,Inversion Tables & Systems,,Sporting Goods,1,Yes,No,,
sg-2-15,Medicine Balls,,Sporting Goods,1,Yes,Yes,,
sg-2-15-1,Dual-Grip Balls,sg-2-15,Medicine Balls,2,No,No,,
sg-2-15-2,Slam Balls,sg-2-15,Medicine Balls,2,No,No,,
sg-2-15-3,Soft Balls,sg-2-15,Medicine Balls,2,No,No,,
sg-2-15-4,Toning Balls,sg-2-15,Medicine Balls,2,No,No,,
sg-2-15-5,Tornado Balls,sg-2-15,Medicine Balls,2,No,No,,
sg-2-15-6,Wall Balls,sg-2-15,Medicine Balls,2,No,No,,
sg-2-15-1,Dual-Grip Balls,,Sporting Goods,1,Yes,No,,
sg-2-15-2,Slam Balls,,Sporting Goods,1,Yes,No,,
sg-2-15-3,Soft Balls,,Sporting Goods,1,Yes,No,,
sg-2-15-4,Toning Balls,,Sporting Goods,1,Yes,No,,
sg-2-15-5,Tornado Balls,,Sporting Goods,1,Yes,No,,
sg-2-15-6,Wall Balls,,Sporting Goods,1,Yes,No,,
sg-2-16,Power Towers,,Sporting Goods,1,Yes,No,,
sg-2-17,Push Up & Pull Up Bars,,Sporting Goods,1,Yes,No,,
sg-2-18,Reaction Balls,,Sporting Goods,1,Yes,No,,
sg-2-19,Speed & Resistance Parachutes,,Sporting Goods,1,Yes,No,,
sg-2-20,Sport Safety Lights & Reflectors,,Sporting Goods,1,Yes,Yes,,
sg-2-20-1,Sport Safety Lights,sg-2-20,Sport Safety Lights & Reflectors,2,No,No,,
sg-2-20-2,Sport Safety Reflectors,sg-2-20,Sport Safety Lights & Reflectors,2,No,No,,
sg-2-20-1,Sport Safety Lights,,Sporting Goods,1,Yes,No,,
sg-2-20-2,Sport Safety Reflectors,,Sporting Goods,1,Yes,No,,
sg-2-21,Stopwatches,,Sporting Goods,1,Yes,No,,
sg-2-22,Suspension Trainers,,Sporting Goods,1,Yes,Yes,,
sg-2-22-1,Full Body Suspension Kits,sg-2-22,Suspension Trainers,2,No,No,,
sg-2-22-2,Suspension Handles & Straps,sg-2-22,Suspension Trainers,2,No,No,,
sg-2-22-3,Suspension Training Accessories,sg-2-22,Suspension Trainers,2,No,No,,
sg-2-22-1,Full Body Suspension Kits,,Sporting Goods,1,Yes,Yes,,
sg-2-22-1-1,Jungle Gyms,sg-2-22-1,Full Body Suspension Kits,2,No,No,,
sg-2-22-1-2,Total Body Straps,sg-2-22-1,Full Body Suspension Kits,2,No,No,,
sg-2-22-1-1,Jungle Gyms,,Sporting Goods,1,Yes,No,,
sg-2-22-1-2,Total Body Straps,,Sporting Goods,1,Yes,No,,
sg-2-22-2,Suspension Handles & Straps,,Sporting Goods,1,Yes,Yes,,
sg-2-22-2-1,Suspension Handles,sg-2-22-2,Suspension Handles & Straps,2,No,No,,
sg-2-22-2-2,Suspension Straps,sg-2-22-2,Suspension Handles & Straps,2,No,No,,
sg-2-22-2-1,Suspension Handles,,Sporting Goods,1,Yes,No,,
sg-2-22-2-2,Suspension Straps,,Sporting Goods,1,Yes,No,,
sg-2-22-3,Suspension Training Accessories,,Sporting Goods,1,Yes,Yes,,
sg-2-22-3-1,Strap Extenders,sg-2-22-3,Suspension Training Accessories,2,No,No,,
sg-2-22-3-2,Suspension Training Anchors,sg-2-22-3,Suspension Training Accessories,2,No,No,,
sg-2-22-3-3,Suspension Training Carabiners,sg-2-22-3,Suspension Training Accessories,2,No,No,,
sg-2-22-3-4,Suspension Training Connectors,sg-2-22-3,Suspension Training Accessories,2,No,No,,
sg-2-22-3-5,Suspension Training Mounts,sg-2-22-3,Suspension Training Accessories,2,No,No,,
sg-2-22-3-1,Strap Extenders,,Sporting Goods,1,Yes,No,,
sg-2-22-3-2,Suspension Training Anchors,,Sporting Goods,1,Yes,No,,
sg-2-22-3-3,Suspension Training Carabiners,,Sporting Goods,1,Yes,No,,
sg-2-22-3-4,Suspension Training Connectors,,Sporting Goods,1,Yes,No,,
sg-2-22-3-5,Suspension Training Mounts,,Sporting Goods,1,Yes,No,,
sg-2-23,Vibration Exercise Machines,,Sporting Goods,1,Yes,Yes,,
sg-2-23-1,Lineal Vibration Exercise Machines,sg-2-23,Vibration Exercise Machines,2,No,No,,
sg-2-23-2,Pivotal Vibration Exercise Machines,sg-2-23,Vibration Exercise Machines,2,No,No,,
sg-2-23-1,Lineal Vibration Exercise Machines,,Sporting Goods,1,Yes,No,,
sg-2-23-2,Pivotal Vibration Exercise Machines,,Sporting Goods,1,Yes,No,,
sg-2-24,Weight Lifting,,Sporting Goods,1,Yes,Yes,,
sg-2-24-1,Free Weight Accessories,sg-2-24,Weight Lifting,2,No,No,,
sg-2-24-2,"Free Weights, Dumbbells & Kettlebells",sg-2-24,Weight Lifting,2,No,No,,
sg-2-24-3,Weight Lifting Belts,sg-2-24,Weight Lifting,2,No,No,,
sg-2-24-4,Weight Lifting Gloves & Hand Supports,sg-2-24,Weight Lifting,2,No,No,,
sg-2-24-5,Weight Lifting Machine & Exercise Bench Accessories,sg-2-24,Weight Lifting,2,No,No,,
sg-2-24-6,Weight Lifting Machines & Racks,sg-2-24,Weight Lifting,2,No,No,,
sg-2-24-1,Free Weight Accessories,,Sporting Goods,1,Yes,Yes,,
sg-2-24-1-1,Barbells & Weightlifting Bars,sg-2-24-1,Free Weight Accessories,2,No,No,,
sg-2-24-1-2,Free Weight Storage Racks,sg-2-24-1,Free Weight Accessories,2,No,No,,
sg-2-24-1-3,Weight Bar Collars,sg-2-24-1,Free Weight Accessories,2,No,No,,
sg-2-24-1-1,Barbells & Weightlifting Bars,,Sporting Goods,1,Yes,No,,
sg-2-24-1-2,Free Weight Storage Racks,,Sporting Goods,1,Yes,No,,
sg-2-24-1-3,Weight Bar Collars,,Sporting Goods,1,Yes,No,,
sg-2-24-2,"Free Weights, Dumbbells & Kettlebells",,Sporting Goods,1,Yes,Yes,,
sg-2-24-2-1,Dumbbells,sg-2-24-2,"Free Weights, Dumbbells & Kettlebells",2,No,No,,
sg-2-24-2-2,Kettlebells,sg-2-24-2,"Free Weights, Dumbbells & Kettlebells",2,No,No,,
sg-2-24-2-3,Sandbags,sg-2-24-2,"Free Weights, Dumbbells & Kettlebells",2,No,No,,
sg-2-24-2-4,Weight Plates,sg-2-24-2,"Free Weights, Dumbbells & Kettlebells",2,No,No,,
sg-2-24-2-1,Dumbbells,,Sporting Goods,1,Yes,No,,
sg-2-24-2-2,Kettlebells,,Sporting Goods,1,Yes,No,,
sg-2-24-2-3,Sandbags,,Sporting Goods,1,Yes,No,,
sg-2-24-2-4,Weight Plates,,Sporting Goods,1,Yes,No,,
sg-2-24-3,Weight Lifting Belts,,Sporting Goods,1,Yes,No,,
sg-2-24-4,Weight Lifting Gloves & Hand Supports,,Sporting Goods,1,Yes,No,,
sg-2-24-5,Weight Lifting Machine & Exercise Bench Accessories,,Sporting Goods,1,Yes,Yes,,
sg-2-24-5-1,Cables,sg-2-24-5,Weight Lifting Machine & Exercise Bench Accessories,2,No,No,,
sg-2-24-5-2,Handles,sg-2-24-5,Weight Lifting Machine & Exercise Bench Accessories,2,No,No,,
sg-2-24-5-3,Weights,sg-2-24-5,Weight Lifting Machine & Exercise Bench Accessories,2,No,No,,
sg-2-24-5-1,Cables,,Sporting Goods,1,Yes,No,,
sg-2-24-5-2,Handles,,Sporting Goods,1,Yes,No,,
sg-2-24-5-3,Weights,,Sporting Goods,1,Yes,No,,
sg-2-24-6,Weight Lifting Machines & Racks,,Sporting Goods,1,Yes,Yes,,
sg-2-24-6-1,Power Racks,sg-2-24-6,Weight Lifting Machines & Racks,2,No,No,,
sg-2-24-6-2,Smith Machines,sg-2-24-6,Weight Lifting Machines & Racks,2,No,No,,
sg-2-24-6-3,Weight Lifting Machines with Pulleys,sg-2-24-6,Weight Lifting Machines & Racks,2,No,No,,
sg-2-24-6-4,Weight Lifting Racks,sg-2-24-6,Weight Lifting Machines & Racks,2,No,No,,
sg-2-24-6-1,Power Racks,,Sporting Goods,1,Yes,No,,
sg-2-24-6-2,Smith Machines,,Sporting Goods,1,Yes,No,,
sg-2-24-6-3,Weight Lifting Machines with Pulleys,,Sporting Goods,1,Yes,No,,
sg-2-24-6-4,Weight Lifting Racks,,Sporting Goods,1,Yes,No,,
sg-2-25,Weighted Clothing,,Sporting Goods,1,Yes,Yes,,
sg-2-25-1,Ankle Weights,sg-2-25,Weighted Clothing,2,No,No,,
sg-2-25-2,Weighted Vest Sets,sg-2-25,Weighted Clothing,2,No,No,,
sg-2-25-3,Weighted Vests,sg-2-25,Weighted Clothing,2,No,No,,
sg-2-25-1,Ankle Weights,,Sporting Goods,1,Yes,No,,
sg-2-25-2,Weighted Vest Sets,,Sporting Goods,1,Yes,No,,
sg-2-25-3,Weighted Vests,,Sporting Goods,1,Yes,No,,
sg-2-26,Yoga & Pilates,,Sporting Goods,1,Yes,Yes,,
sg-2-26-1,Pilates Machines,sg-2-26,Yoga & Pilates,2,No,No,,
sg-2-26-2,Yoga & Pilates Blocks,sg-2-26,Yoga & Pilates,2,No,No,,
sg-2-26-3,Yoga & Pilates Mats,sg-2-26,Yoga & Pilates,2,No,No,,
sg-2-26-4,Yoga & Pilates Towels,sg-2-26,Yoga & Pilates,2,No,No,,
sg-2-26-5,Yoga Mat Bags & Straps,sg-2-26,Yoga & Pilates,2,No,No,,
sg-2-26-1,Pilates Machines,,Sporting Goods,1,Yes,Yes,,
sg-2-26-1-1,Pilates Chairs,sg-2-26-1,Pilates Machines,2,No,No,,
sg-2-26-1-2,Pilates Reformers,sg-2-26-1,Pilates Machines,2,No,No,,
sg-2-26-1-3,Pilates Towers,sg-2-26-1,Pilates Machines,2,No,No,,
sg-2-26-1-1,Pilates Chairs,,Sporting Goods,1,Yes,No,,
sg-2-26-1-2,Pilates Reformers,,Sporting Goods,1,Yes,No,,
sg-2-26-1-3,Pilates Towers,,Sporting Goods,1,Yes,No,,
sg-2-26-2,Yoga & Pilates Blocks,,Sporting Goods,1,Yes,No,,
sg-2-26-3,Yoga & Pilates Mats,,Sporting Goods,1,Yes,No,,
sg-2-26-4,Yoga & Pilates Towels,,Sporting Goods,1,Yes,No,,
sg-2-26-5,Yoga Mat Bags & Straps,,Sporting Goods,1,Yes,Yes,,
sg-2-26-5-1,Yoga Mat Bags,sg-2-26-5,Yoga Mat Bags & Straps,2,No,No,,
sg-2-26-5-2,Yoga Mat Straps,sg-2-26-5,Yoga Mat Bags & Straps,2,No,No,,
sg-2-26-5-1,Yoga Mat Bags,,Sporting Goods,1,Yes,No,,
sg-2-26-5-2,Yoga Mat Straps,,Sporting Goods,1,Yes,No,,
sg-3,Indoor Games,,Sporting Goods,1,Yes,Yes,,
sg-3-1,Air Hockey,sg-3,Indoor Games,2,No,No,,
sg-3-2,Billiards,sg-3,Indoor Games,2,No,No,,
sg-3-3,Bowling,sg-3,Indoor Games,2,No,No,,
sg-3-4,Foosball,sg-3,Indoor Games,2,No,No,,
sg-3-5,Multi-Game Tables,sg-3,Indoor Games,2,No,No,,
sg-3-6,Ping Pong,sg-3,Indoor Games,2,No,No,,
sg-3-7,Table Shuffleboard,sg-3,Indoor Games,2,No,No,,
sg-3-8,Throwing Darts,sg-3,Indoor Games,2,No,No,,
sg-3-1,Air Hockey,,Sporting Goods,1,Yes,Yes,,
sg-3-1-1,Air Hockey Equipment,sg-3-1,Air Hockey,2,No,No,,
sg-3-1-2,Air Hockey Table Parts,sg-3-1,Air Hockey,2,No,No,,
sg-3-1-3,Air Hockey Tables,sg-3-1,Air Hockey,2,No,No,,
sg-3-1-1,Air Hockey Equipment,,Sporting Goods,1,Yes,Yes,,
sg-3-1-1-1,Air Hockey Pucks,sg-3-1-1,Air Hockey Equipment,2,No,No,,
sg-3-1-1-2,Air Hockey Pushers,sg-3-1-1,Air Hockey Equipment,2,No,No,,
sg-3-1-1-1,Air Hockey Pucks,,Sporting Goods,1,Yes,No,,
sg-3-1-1-2,Air Hockey Pushers,,Sporting Goods,1,Yes,No,,
sg-3-1-2,Air Hockey Table Parts,,Sporting Goods,1,Yes,Yes,,
sg-3-1-2-1,Air Hockey Table Boards,sg-3-1-2,Air Hockey Table Parts,2,No,No,,
sg-3-1-2-2,Air Hockey Table Bolts,sg-3-1-2,Air Hockey Table Parts,2,No,No,,
sg-3-1-2-3,Air Hockey Table Cables,sg-3-1-2,Air Hockey Table Parts,2,No,No,,
sg-3-1-2-4,Air Hockey Table Clamps,sg-3-1-2,Air Hockey Table Parts,2,No,No,,
sg-3-1-2-5,Air Hockey Table Feet,sg-3-1-2,Air Hockey Table Parts,2,No,No,,
sg-3-1-2-1,Air Hockey Table Boards,,Sporting Goods,1,Yes,No,,
sg-3-1-2-2,Air Hockey Table Bolts,,Sporting Goods,1,Yes,No,,
sg-3-1-2-3,Air Hockey Table Cables,,Sporting Goods,1,Yes,No,,
sg-3-1-2-4,Air Hockey Table Clamps,,Sporting Goods,1,Yes,No,,
sg-3-1-2-5,Air Hockey Table Feet,,Sporting Goods,1,Yes,No,,
sg-3-1-3,Air Hockey Tables,,Sporting Goods,1,Yes,No,,
sg-3-2,Billiards,,Sporting Goods,1,Yes,Yes,,
sg-3-2-1,Billiard Ball Racks,sg-3-2,Billiards,2,No,No,,
sg-3-2-2,Billiard Balls,sg-3-2,Billiards,2,No,No,,
sg-3-2-3,Billiard Cue Accessories,sg-3-2,Billiards,2,No,No,,
sg-3-2-4,Billiard Cues & Bridges,sg-3-2,Billiards,2,No,No,,
sg-3-2-5,Billiard Gloves,sg-3-2,Billiards,2,No,No,,
sg-3-2-6,Billiard Table Lights,sg-3-2,Billiards,2,No,No,,
sg-3-2-7,Billiard Table Parts & Accessories,sg-3-2,Billiards,2,No,No,,
sg-3-2-8,Billiard Tables,sg-3-2,Billiards,2,No,No,,
sg-3-2-1,Billiard Ball Racks,,Sporting Goods,1,Yes,No,,
sg-3-2-2,Billiard Balls,,Sporting Goods,1,Yes,No,,
sg-3-2-3,Billiard Cue Accessories,,Sporting Goods,1,Yes,Yes,,
sg-3-2-3-1,Billiard Cue Cases,sg-3-2-3,Billiard Cue Accessories,2,No,No,,
sg-3-2-3-2,Billiard Cue Chalk,sg-3-2-3,Billiard Cue Accessories,2,No,No,,
sg-3-2-3-3,Billiard Cue Racks,sg-3-2-3,Billiard Cue Accessories,2,No,No,,
sg-3-2-3-1,Billiard Cue Cases,,Sporting Goods,1,Yes,No,,
sg-3-2-3-2,Billiard Cue Chalk,,Sporting Goods,1,Yes,No,,
sg-3-2-3-3,Billiard Cue Racks,,Sporting Goods,1,Yes,No,,
sg-3-2-4,Billiard Cues & Bridges,,Sporting Goods,1,Yes,Yes,,
sg-3-2-4-1,Billiard Bridges,sg-3-2-4,Billiard Cues & Bridges,2,No,No,,
sg-3-2-4-2,Billiard Cues,sg-3-2-4,Billiard Cues & Bridges,2,No,No,,
sg-3-2-4-3,Billiard Shafts,sg-3-2-4,Billiard Cues & Bridges,2,No,No,,
sg-3-2-4-1,Billiard Bridges,,Sporting Goods,1,Yes,No,,
sg-3-2-4-2,Billiard Cues,,Sporting Goods,1,Yes,No,,
sg-3-2-4-3,Billiard Shafts,,Sporting Goods,1,Yes,No,,
sg-3-2-5,Billiard Gloves,,Sporting Goods,1,Yes,No,,
sg-3-2-6,Billiard Table Lights,,Sporting Goods,1,Yes,No,,
sg-3-2-7,Billiard Table Parts & Accessories,,Sporting Goods,1,Yes,Yes,,
sg-3-2-7-1,Billiard Pockets,sg-3-2-7,Billiard Table Parts & Accessories,2,No,No,,
sg-3-2-7-2,Billiard Table Brushes,sg-3-2-7,Billiard Table Parts & Accessories,2,No,No,,
sg-3-2-7-3,Billiard Table Cloth,sg-3-2-7,Billiard Table Parts & Accessories,2,No,No,,
sg-3-2-7-4,Billiard Table Covers,sg-3-2-7,Billiard Table Parts & Accessories,2,No,No,,
sg-3-2-7-1,Billiard Pockets,,Sporting Goods,1,Yes,No,,
sg-3-2-7-2,Billiard Table Brushes,,Sporting Goods,1,Yes,No,,
sg-3-2-7-3,Billiard Table Cloth,,Sporting Goods,1,Yes,No,,
sg-3-2-7-4,Billiard Table Covers,,Sporting Goods,1,Yes,No,,
sg-3-2-8,Billiard Tables,,Sporting Goods,1,Yes,No,,
sg-3-3,Bowling,,Sporting Goods,1,Yes,Yes,,
sg-3-3-1,Bowling Ball Bags,sg-3-3,Bowling,2,No,No,,
sg-3-3-2,Bowling Balls,sg-3-3,Bowling,2,No,No,,
sg-3-3-3,Bowling Gloves,sg-3-3,Bowling,2,No,No,,
sg-3-3-4,Bowling Pins,sg-3-3,Bowling,2,No,No,,
sg-3-3-5,Bowling Sets,sg-3-3,Bowling,2,No,No,,
sg-3-3-6,Bowling Wrist Supports,sg-3-3,Bowling,2,No,No,,
sg-3-3-1,Bowling Ball Bags,,Sporting Goods,1,Yes,No,,
sg-3-3-2,Bowling Balls,,Sporting Goods,1,Yes,No,,
sg-3-3-3,Bowling Gloves,,Sporting Goods,1,Yes,No,,
sg-3-3-4,Bowling Pins,,Sporting Goods,1,Yes,No,,
sg-3-3-5,Bowling Sets,,Sporting Goods,1,Yes,No,,
sg-3-3-6,Bowling Wrist Supports,,Sporting Goods,1,Yes,No,,
sg-3-4,Foosball,,Sporting Goods,1,Yes,Yes,,
sg-3-4-1,Foosball Balls,sg-3-4,Foosball,2,No,No,,
sg-3-4-2,Foosball Table Parts & Accessories,sg-3-4,Foosball,2,No,No,,
sg-3-4-3,Foosball Tables,sg-3-4,Foosball,2,No,No,,
sg-3-4-1,Foosball Balls,,Sporting Goods,1,Yes,No,,
sg-3-4-2,Foosball Table Parts & Accessories,,Sporting Goods,1,Yes,Yes,,
sg-3-4-2-1,Foosball Table Handles,sg-3-4-2,Foosball Table Parts & Accessories,2,No,No,,
sg-3-4-2-2,Foosball Table Players,sg-3-4-2,Foosball Table Parts & Accessories,2,No,No,,
sg-3-4-2-3,Foosball Table Rods,sg-3-4-2,Foosball Table Parts & Accessories,2,No,No,,
sg-3-4-2-1,Foosball Table Handles,,Sporting Goods,1,Yes,No,,
sg-3-4-2-2,Foosball Table Players,,Sporting Goods,1,Yes,No,,
sg-3-4-2-3,Foosball Table Rods,,Sporting Goods,1,Yes,No,,
sg-3-4-3,Foosball Tables,,Sporting Goods,1,Yes,No,,
sg-3-5,Multi-Game Tables,,Sporting Goods,1,Yes,Yes,,
sg-3-5-1,Attachable Multi-Game Tables,sg-3-5,Multi-Game Tables,2,No,No,,
sg-3-5-2,Flip Multi-Game Tables,sg-3-5,Multi-Game Tables,2,No,No,,
sg-3-5-3,Hybrid Multi-Game Tables,sg-3-5,Multi-Game Tables,2,No,No,,
sg-3-5-1,Attachable Multi-Game Tables,,Sporting Goods,1,Yes,No,,
sg-3-5-2,Flip Multi-Game Tables,,Sporting Goods,1,Yes,No,,
sg-3-5-3,Hybrid Multi-Game Tables,,Sporting Goods,1,Yes,No,,
sg-3-6,Ping Pong,,Sporting Goods,1,Yes,Yes,,
sg-3-6-1,Ping Pong Balls,sg-3-6,Ping Pong,2,No,No,,
sg-3-6-2,Ping Pong Nets & Posts,sg-3-6,Ping Pong,2,No,No,,
sg-3-6-3,Ping Pong Paddle Accessories,sg-3-6,Ping Pong,2,No,No,,
sg-3-6-4,Ping Pong Paddles & Sets,sg-3-6,Ping Pong,2,No,No,,
sg-3-6-5,Ping Pong Robot Accessories,sg-3-6,Ping Pong,2,No,No,,
sg-3-6-6,Ping Pong Robots,sg-3-6,Ping Pong,2,No,No,,
sg-3-6-7,Ping Pong Table Covers,sg-3-6,Ping Pong,2,No,No,,
sg-3-6-8,Ping Pong Tables,sg-3-6,Ping Pong,2,No,No,,
sg-3-6-1,Ping Pong Balls,,Sporting Goods,1,Yes,No,,
sg-3-6-2,Ping Pong Nets & Posts,,Sporting Goods,1,Yes,Yes,,
sg-3-6-2-1,Ping Pong Nets,sg-3-6-2,Ping Pong Nets & Posts,2,No,No,,
sg-3-6-2-2,Ping Pong Posts,sg-3-6-2,Ping Pong Nets & Posts,2,No,No,,
sg-3-6-2-1,Ping Pong Nets,,Sporting Goods,1,Yes,No,,
sg-3-6-2-2,Ping Pong Posts,,Sporting Goods,1,Yes,No,,
sg-3-6-3,Ping Pong Paddle Accessories,,Sporting Goods,1,Yes,Yes,,
sg-3-6-3-1,Ping Pong Paddle Cases,sg-3-6-3,Ping Pong Paddle Accessories,2,No,No,,
sg-3-6-3-1,Ping Pong Paddle Cases,,Sporting Goods,1,Yes,No,,
sg-3-6-4,Ping Pong Paddles & Sets,,Sporting Goods,1,Yes,No,,
sg-3-6-5,Ping Pong Robot Accessories,,Sporting Goods,1,Yes,No,,
sg-3-6-6,Ping Pong Robots,,Sporting Goods,1,Yes,No,,
sg-3-6-7,Ping Pong Table Covers,,Sporting Goods,1,Yes,No,,
sg-3-6-8,Ping Pong Tables,,Sporting Goods,1,Yes,No,,
sg-3-7,Table Shuffleboard,,Sporting Goods,1,Yes,Yes,,
sg-3-7-1,Shuffleboard Tables,sg-3-7,Table Shuffleboard,2,No,No,,
sg-3-7-2,Table Shuffleboard Powder,sg-3-7,Table Shuffleboard,2,No,No,,
sg-3-7-3,Table Shuffleboard Pucks,sg-3-7,Table Shuffleboard,2,No,No,,
sg-3-7-1,Shuffleboard Tables,,Sporting Goods,1,Yes,No,,
sg-3-7-2,Table Shuffleboard Powder,,Sporting Goods,1,Yes,No,,
sg-3-7-3,Table Shuffleboard Pucks,,Sporting Goods,1,Yes,No,,
sg-3-8,Throwing Darts,,Sporting Goods,1,Yes,Yes,,
sg-3-8-1,Dart Backboards,sg-3-8,Throwing Darts,2,No,No,,
sg-3-8-2,Dart Parts,sg-3-8,Throwing Darts,2,No,No,,
sg-3-8-3,Dartboards,sg-3-8,Throwing Darts,2,No,No,,
sg-3-8-4,Darts,sg-3-8,Throwing Darts,2,No,No,,
sg-3-8-1,Dart Backboards,,Sporting Goods,1,Yes,No,,
sg-3-8-2,Dart Parts,,Sporting Goods,1,Yes,Yes,,
sg-3-8-2-1,Dart Flights,sg-3-8-2,Dart Parts,2,No,No,,
sg-3-8-2-2,Dart Shafts,sg-3-8-2,Dart Parts,2,No,No,,
sg-3-8-2-3,Dart Tips,sg-3-8-2,Dart Parts,2,No,No,,
sg-3-8-2-1,Dart Flights,,Sporting Goods,1,Yes,No,,
sg-3-8-2-2,Dart Shafts,,Sporting Goods,1,Yes,No,,
sg-3-8-2-3,Dart Tips,,Sporting Goods,1,Yes,No,,
sg-3-8-3,Dartboards,,Sporting Goods,1,Yes,No,,
sg-3-8-4,Darts,,Sporting Goods,1,Yes,No,,
sg-4,Outdoor Recreation,,Sporting Goods,1,Yes,Yes,,
sg-4-1,Boating & Water Sports,sg-4,Outdoor Recreation,2,No,No,,
sg-4-2,Camping & Hiking,sg-4,Outdoor Recreation,2,No,No,,
sg-4-3,Climbing,sg-4,Outdoor Recreation,2,No,No,,
sg-4-4,Cycling,sg-4,Outdoor Recreation,2,No,No,,
sg-4-5,Equestrian,sg-4,Outdoor Recreation,2,No,No,,
sg-4-6,Fishing,sg-4,Outdoor Recreation,2,No,No,,
sg-4-7,Golf,sg-4,Outdoor Recreation,2,No,No,,
sg-4-8,Hang Gliding & Skydiving,sg-4,Outdoor Recreation,2,No,No,,
sg-4-9,Hunting & Shooting,sg-4,Outdoor Recreation,2,No,No,,
sg-4-10,Hydration System Accessories,sg-4,Outdoor Recreation,2,No,No,,
sg-4-11,Hydration Systems,sg-4,Outdoor Recreation,2,No,No,,
sg-4-12,Inline & Roller Skating,sg-4,Outdoor Recreation,2,No,No,,
sg-4-13,Kite Buggying,sg-4,Outdoor Recreation,2,No,No,,
sg-4-14,Outdoor Games,sg-4,Outdoor Recreation,2,No,No,,
sg-4-15,Riding Scooters,sg-4,Outdoor Recreation,2,No,No,,
sg-4-16,Skateboarding,sg-4,Outdoor Recreation,2,No,No,,
sg-4-17,Winter Sports & Activities,sg-4,Outdoor Recreation,2,No,No,,
sg-4-1,Boating & Water Sports,,Sporting Goods,1,Yes,Yes,,
sg-4-1-1,Boating & Rafting,sg-4-1,Boating & Water Sports,2,No,No,,
sg-4-1-2,Boating & Water Sport Apparel,sg-4-1,Boating & Water Sports,2,No,No,,
sg-4-1-12,Boating & Water Sport Protective Gear,sg-4-1,Boating & Water Sports,2,No,No,,
sg-4-1-3,Diving & Snorkeling,sg-4-1,Boating & Water Sports,2,No,No,,
sg-4-1-4,Kitesurfing,sg-4-1,Boating & Water Sports,2,No,No,,
sg-4-1-5,Surfing,sg-4-1,Boating & Water Sports,2,No,No,,
sg-4-1-6,Swimming,sg-4-1,Boating & Water Sports,2,No,No,,
sg-4-1-7,Towed Water Sports,sg-4-1,Boating & Water Sports,2,No,No,,
sg-4-1-8,Watercraft Storage Racks,sg-4-1,Boating & Water Sports,2,No,No,,
sg-4-1-11,Windfoiling,sg-4-1,Boating & Water Sports,2,No,No,,
