Attribute Name,Attribute ID,Description,Attribute Type,Required,Numeric Values,From Range,To Range,Increment,Category ID
Publication frequency,2541,"Indicates how often a magazine or newspaper is published, such as daily or monthly",text,No,0,,,,me-2-2-3
Media section,2542,"Identifies the specific category of a newspaper or magazine, like sport or politics",text,No,0,,,,me-2-2-3
Download format,1822,"Specifies the file format for digital music downloads, such as MP3 or WAV",text,No,0,,,,me-3-1
Release schedule,2544,"Specifies how often new episodes or updates are released, e.g. weekly, bi-weekly",text,No,0,,,,me-4-3
Product manual area,2545,"Specifies the topic of a product manual, e.g. camera & optics, office supplies",text,No,0,,,,me-5
MPAA rating,2547,"Identifies the Motion Picture Association of America (MPAA) rating for media, like G or PG-13",text,No,0,,,,me-7-4
Media content type,2546,"Identifies the genre or category of media content, like reality TV or stand-up comedy",text,No,0,,,,me-7-4
Book cover material,2966,"Identifies the material used for book covers, such as leather or paper",text,No,0,,,,os-3-1
Brightness levels,2228,"Specifies the range of light output for products, such as medium or high",text,No,0,,,,os-1-2
Light attachment type,2229,"Describes how a book light attaches, such as flexible or fixed",text,No,0,,,,os-1-2
Bookmark design,2230,"Describes the style or type of a bookmark, like magnetic or clip",text,No,0,,,,os-1-4
Bookmark shape,2231,"Describes the form or outline of a bookmark, such as round or square",text,No,0,,,,os-1-4
Office supply material,2922,"Identifies the main material of office supplies, like leather or cardboard",text,No,0,,,,os-13-2-1-2
Page layout,2232,"Defines the layout of pages, typically in address books; e.g. blank, tabbed",text,No,0,,,,os-3-1
Binder ring shape,2233,"Describes the binder rings in office supplies, such as round or D-shaped",text,No,0,,,,os-3-2-2
Tab style,2235,"Specifies the style of tabs on binder accessories, e.g. pre-printed, numbered",text,No,0,,,,os-3-2-1-2
Binding style,2237,"Describes the method used to bind documents, such as coil or wire",text,No,0,,,,os-3-2-4-2
Calendar format,2238,"Specifies the time frame of a calendar product, such as daily or monthly",text,No,0,,,,os-3-5-4
Calendar/Organizer features,3153,"Describes special features of calendars or organizers, like appointment slots or holidays marked",text,No,0,,,,os-3-5-4
Desk organizer features,3154,"Describes the specific features of a desk organizer, such as adjustable dividers or built-in compartments",text,No,0,,,,os-3-10-4
Folder/Report cover material,2966,"Identifies the material used in making folders or report covers, such as paper or leather",text,No,0,,,,os-3-13-2
Corrector features,3155,"Describes the unique characteristics of correction fluids, pens & tapes, e.g. no drying time, precision tip",text,No,0,,,,os-4-2-3
Envelope features,3156,"Describes special characteristics of envelopes, such as clasp closure or lined",text,No,0,,,,os-4-9-7
Paper type,2240,"Specifies the style of paper office supplies, such as grid or flip-chart",text,No,0,,,,os-13-5
Sheet color,1,"Identifies the color of paper products, e.g. white, blue",text,No,0,,,,os-4-9-9-6
Sheet pattern,3,"Describes the design or print on a paper products, such as plaid or rainbow ",text,No,0,,,,os-4-9-9-6
Notepad cover type,2538,"Identifies the kind of cover on a notepad, such as hardcover or paperback",text,No,0,,,,os-4-9-9-5
Notepad design,3366,"Describes the binding or layout of a notepad, such as spiral-bound or discbound",text,No,0,,,,os-4-9-9-5
Receipt paper features,3157,Identifies unique features of receipt paper like end of roll indicator or pre-printed logo,text,No,0,,,,os-4-9-12
Band strength,2242,"Describes the durability of rubber bands, such as standard or heavy-duty",text,No,0,,,,os-4-10
Staple wire gauge,2243,"Identifies the thickness of the wire used in staples, like medium or heavy",text,No,0,,,,os-4-11
Point design,2244,"Describes the tip style of office supplies like tacks or pushpins, e.g. sharp, blunt",text,No,0,,,,os-4-12
Tack/Pushpin head design,2245,"Describes the shape of a tack or pushpin's head, like round or decorative",text,No,0,,,,os-4-12
Cutter options,3367,"Identifies the cutter feature in impulse sealers, e.g. built-in cutter",text,No,0,,,,os-5-2
Office cart features,3158,"Describes the specific characteristics of an office cart, such as adjustable shelves or lockable wheels",text,No,0,,,,os-9-5
Calculator accessory type,3368,"Specifies the kind of calculator accessory, such as paper roll or printer adapter",text,No,0,,,,os-10-1
Calculator features,3159,"Describes the functions a calculator can perform, such as loan calculation or statistical analysis",text,No,0,,,,os-10-2-5
Supported language,1733,"Specifies the languages a software product supports, such as English or Spanish",text,No,0,,,,so-1-14
Lamination mode,3369,"Identifies the type of lamination process used, like cold lamination or hot lamination",text,No,0,,,,os-10-5
Authentication technology,3370,"Specifies the security method used in authentication technology, e.g. biometric, card-based",text,No,0,,,,os-10-8
Recording quality,2246,"Describes the audio clarity of transcribers and dictation systems, such as low or high",text,No,0,,,,os-10-9
Transcriber/Dictation system features,3066,"Identifies special features of transcribers or dictation systems, like AI-powered or noise reduction",text,No,0,,,,os-10-9
Line spacing options,2247,"Identifies line spacing options, typically for typewriters; e.g. double, adjustable",text,No,0,,,,os-10-10
Office instrument material,2924,"Specifies the composition of office tools, for example, wood or acrylic",text,No,0,,,,os-11-9
Clip type,2248,"Specifies the clip style on items such as clipboards, e.g. high-capacity",text,No,0,,,,os-11-2
Lens configuration,2249,"Specifies the lens setup in items such as magnifiers, such as single or multiple",text,No,0,,,,os-11-4
Customization,2527,"Identifies the type of personalization available on office stamps, such as custom text or logo engraving",text,No,0,,,,os-11-5-8
Ink color,1,"Identifies the color of ink, typically for office supplies; e.g. black, silver",text,No,0,,,,os-11-11-7-3-5
Ink pattern,3,"Identifies the visual theme of pens or stamps, e.g. geometric, Christmas",text,No,0,,,,os-11-11-7-3-5
Stamp type,2251,"Identifies the kind of office stamp, such as traditional or self-inking",text,No,0,,,,os-11-5-8
Text plate material,2956,"Identifies the material of the text plate on office stamps, such as metal or rubber",text,No,0,,,,os-11-5-8
Pencil sharpener design,3371,"Specifies the design features of a pencil sharpener, e.g. with shavings container, plain",text,No,0,,,,os-11-6-6
Stapler features,3161,"Describes special characteristics of staplers, like jam-free operation",text,No,0,,,,os-11-8-9
Pen tip design,2967,"Describes the style of a pen's tip, such as medium or fine",text,No,0,,,,os-11-11-7-3-5
Lead grade,2254,"Specifies the grade of lead in writing instruments, e.g. H, 9B",text,No,0,,,,os-11-11-7-2-2-2
Hardness,2255,"Indicates the firmness of a product, e.g. soft, medium, hard",text,No,0,,,,os-11-11-1-9
Marker tip design,2256,"Describes the shape of a marker's tip, such as bullet or chisel",text,No,0,,,,os-11-11-4-2
Pen type,2257,"Identifies the type of pen or writing instrument, such as gel or fountain",text,No,0,,,,os-11-11-7-1
Pen/Pencil features,3162,"Identifies special features of writing instruments, like eraser or refillable",text,No,0,,,,os-11-11-7-1
Pencil type,2258,"Specifies the type of pencil, such as mechanical or wooden",text,No,0,,,,os-11-11-7-1
Pencil features,3162,"Identifies specific characteristics of pencils, such as eraser or retractable",text,No,0,,,,os-11-11-7-2-2-2
Pen color,1,"Identifies the color of the pen's ink, e.g. red, blue",text,No,0,,,,os-11-11-7-3-5
Pen features,3162,"Describes unique characteristics of pens, such as retractable or scented",text,No,0,,,,os-11-11-7-3-5
Pen pattern,3,"Identifies the visual theme on pens, such as camouflage or checkered",text,No,0,,,,os-11-11-7-3-5
Felt tip design,2967,"Describes the thickness of the pen's felt tip, such as medium or fine",text,No,0,,,,os-11-11-7-3-2
Feed system,2261,"Describes how paper is fed into a device, such as automatic or manual",text,No,0,,,,os-12-3
Paperweight design,2263,"Describes the aesthetic or style of a paperweight, like decorative or plain",text,No,0,,,,os-12-5
Board material,2092,"Specifies the type of material in presentation boards, like acrylic or porcelain",text,No,0,,,,os-13-4
Board mounting type,2264,"Specifies the setup style of presentation boards, such as portable or easel-backed",text,No,0,,,,os-13-4
Chalkboard surface,2265,"Identifies the type of surface on chalkboards, like magnetic or traditional",text,No,0,,,,os-13-1
Frame design,2266,"Describes the style or material of a product's frame, such as metal or wood",text,No,0,,,,os-13-4
Presentation supply features,3165,"Describes the unique characteristics of presentation supplies, such as adjustable height or erasable surface",text,No,0,,,,os-13-6
Board surface,2267,"Describes the type of surface on a display board, like fabric or cork",text,No,0,,,,os-13-2
Display board features,3166,"Describes unique features of display boards, such as self-adhesive backing or sturdy",text,No,0,,,,os-13-2-4
Zoom type,2268,"Specifies the type of zoom function in document cameras, such as digital or optical",text,No,0,,,,os-13-3
Laser color,1,"Identifies the color of a laser pointer, like red or green",text,No,0,,,,os-13-7
Laser light source,2270,"Specifies the light technology used in laser pointers, such as LED",text,No,0,,,,os-13-7
Laser pattern,3,"Identifies the design or motif produced by a laser, such as stars or animal",text,No,0,,,,os-13-7
Lectern mounting type,2271,"Specifies the setup style of a lectern, like tabletop or floor",text,No,0,,,,os-13-8
Moving/Shipping box material,2956,"Identifies the material used in moving or shipping boxes, such as cardboard or plastic",text,No,0,,,,os-14-1
Packing materials included,2272,"Identifies the type of packing materials provided, like air pillows or bubble wrap",text,No,0,,,,os-14-2
Software features,3167,"Identifies the key functionalities of a software product, such as privacy protection or auto backup",text,No,0,,,,so-2-7
Compatible programming languages,2642,"Identifies the programming languages a software product can work with, like Python or Java",text,No,0,,,,so-1-3-1
Compliance certifications,2643,"Specifies the compliance certifications of a product, such as HIPAA or FedRAMP",text,No,0,,,,so-4
Primary region,2644,"Specifies the primary market or location for a software or cloud service, e.g. North America, Asia-Pacific",text,No,0,,,,so-4
Service type,2645,"Identifies the category of cloud services, such as Platform as a service (PaaS) or Software as a service (SaaS)",text,No,0,,,,so-4
License type,2646,"Specifies the type of software license, such as open-source or one-time purchase",text,No,0,,,,so-1-14
User type,2648,"Identifies the intended user of a software product, such as individual or small business",text,No,0,,,,so-1-14
Additional security software features,3372,"Identifies extra capabilities of security software, e.g. disk encryption, intrusion detection",text,No,0,,,,so-1-1
AI application,2649,"Specifies the function of AI in software, like predictive analytics or speech recognition",text,No,0,,,,so-1-15-1
Deployment type,2650,"Describes how AI software is implemented, such as hybrid or cloud-based",text,No,0,,,,so-1-15
Industry focus,2651,"Highlights the target sectors for a product, such as education or manufacturing",text,No,0,,,,so-1-15-1
Performance metrics,2652,"Highlights key efficiency and effectiveness areas of AI and machine learning software, such as training time and inference speed",text,No,0,,,,so-1-15-1
Training data requirements,2653,"Identifies the data type and quality needed for effective AI or machine learning software training, e.g. labeled data",text,No,0,,,,so-1-15-1
Customer support channels,2654,"Specifies the ways customers can get help, such as phone support or video tutorials",text,No,0,,,,so-1-2-8
Software tool type,2655,"Classifies the type of software development tools, like source code editor or version control system",text,No,0,,,,so-1-3-1
Utility/Maintenance task type,2656,"Categorizes the task performed by a software, such as disk cleanup or system optimizer",text,No,0,,,,so-1-4
Education level,2657,"Specifies the educational stage the software is designed, such as elementary school or graduate school",text,No,0,,,,so-1-6
Additional financial software features,3373,"Identifies extra capabilities of financial software, like asset management or auditing and compliance",text,No,0,,,,so-1-7
Coverage area,2364,"Indicates the geographical coverage countries or territories for GPS software, such as United States or Canada",text,No,0,,,,so-1-8
GPS compatible device,2660,"Specifies devices that can use GPS software, such as laptops or aviation devices",text,No,0,,,,so-1-8
GPS map type,3374,"Specifies the kind of map used in GPS software, like topographic or nautical charts",text,No,0,,,,so-1-8
GPS software focus,3375,"Identifies the primary use of GPS software, such as automotive navigation or geospatial analysis",text,No,0,,,,so-1-8
Update frequency,2661,"Indicates the regularity of updates for software or data, e.g. real-time, annually",text,No,0,,,,so-1-8
Additional animation software features,3376,"Specifies unique features in animation editing software, such as character animation or visual effects",text,No,0,,,,so-1-10-2
Additional graphic software features,3377,"Highlights extra capabilities of graphic software, like digital illustration or layout design",text,No,0,,,,so-1-10-3
Additional design software type,3378,"Specifies additional capabilities of design software, such as virtual tour or landscape design",text,No,0,,,,so-1-10-4
Additional publishing software features,3379,"Highlights extra functionalities in publishing software, like print design or digital publishing",text,No,0,,,,so-1-10-5
Disk format type,2662,"Identifies the type of disk format for software products, like Blu-ray or CD",text,No,0,,,,so-1-14
File format type,2663,"Specifies the format of digital files, e.g. GIF, PDF",text,No,0,,,,so-2-6
Icon type,2664,"Specifies the type of computer icon, such as folder or social media",text,No,0,,,,so-2-1
Wallpaper theme,2665,"Identifies the main subject or style of a desktop wallpaper, such as nature or abstract",text,No,0,,,,so-2-2
Artwork type,2666,"Specifies the style of digital artwork, such as typography or digital painting",text,No,0,,,,so-2-3
Compatible software platform,2667,"Identifies the software platforms that a product is compatible with, such as Adobe Creative or Canva",text,No,0,,,,so-2-4
Template type,2668,"Specifies the category of document templates, e.g. business card, flyer",text,No,0,,,,so-2-4
Font style,2669,"Specifies the type of font in software products, such as sans serif or script",text,No,0,,,,so-2-5
Footage type,2670,"Describes the category of stock photography or video footage, e.g. animations, textures",text,No,0,,,,so-2-6
ESRB rating,2672,"Identifies the age appropriateness of video games, such as E (Everyone) or T (Teen)",text,No,0,,,,so-3
National/Regional rating,2673,"Specifies the national or regional rating for a video game, e.g. MA 15+, all ages",text,No,0,,,,so-3
PEGI rating,2674,"Specifies the Pan European Game Information(PEGI) rating for video games, e.g. 3, 12",text,No,0,,,,so-3
Region code,2676,"Specifies the region where a video game software is licensed for use, such as Asia (AS) or Global (GL)",text,No,0,,,,so-3
Video game content features,3168,"Identifies special features of video game software, e.g. downloadable content (DLC), early access",text,No,0,,,,so-3
Video game format,4678,"Specifies the method of delivery and type of media for video games, such as digital or physical.",text,No,0,,,,so-3
Video game genre,2677,"Classifies the type of video game, such as family or survival",text,No,0,,,,so-3
Video game platform,3380,"Specifies the platform a video game is compatible with, such as PC or PlayStation 5",text,No,0,,,,so-3
Video game sub-genre,2678,"Identifies the specific subcategory of a video game, like MMORPG or battle royale",text,No,0,,,,so-3
Ball material,2844,"Identifies the main material used in a ball's construction, such as leather or rubber",text,No,0,,,,sg-4-14-8-3
Ball size,1206,"Defines the size of sports or game balls, e.g. 5, youth",text,No,0,,,,sg-4-14-8-3
Bat material,2845,"Specifies the type of material used in a bat, for example, aluminum or carbon fiber",text,No,0,,,,sg-1-16-1
Bat standard,1209,"Defines the certification of baseball or softball bats, such as Little League or NCAA",text,No,0,,,,sg-1-2-13
Swing weighting,1210,"Indicates the weight distribution of a baseball or softball bat, e.g. balanced, endload",text,No,0,,,,sg-1-2-10
Baseball/Softball ball type,1970,Specifies if a ball is designed for softball or baseball,text,No,0,,,,sg-1-2-11
Compatible ball type,1212,"Identifies the ball types suitable for use with the product, e.g. tennis, wiffle",text,No,0,,,,sg-1-2-12
Softball discipline,3169,"Defines the specific type of softball, such as fastpitch or slowpitch ",text,No,0,,,,sg-1-2-13
Basketball equipment included,2846,"Specifies the basketball gear that comes with the product, such as net and post",text,No,0,,,,sg-1-3-2
Punching/Training bag material,2847,"Identifies the main material used in a punching/training bag, such as leather or canvas",text,No,0,,,,sg-1-4-2-4-9
Net material,2848,"Identifies the type of material used in net-based products, such as nylon or polyester",text,No,0,,,,vp-1-7-1-3
Scoreboard features,3170,"Describes special characteristics of a scoreboard, such as portable or weather resistant",text,No,0,,,,sg-1-7-9-2
Cricket equipment included,2849,"Identifies the specific cricket items included in a set, such as helmet or stumps",text,No,0,,,,sg-1-8-4
Dance style,3418,"Indicates the specific genre or types of dance, e.g. flamenco, ballet",text,No,0,,,,sg-1-9-2
Grip type,1216,"Defines the style of grip on fencing equipment, e.g. French, pistol",text,No,0,,,,sg-1-10-4-4
Stick material,2850,"Identifies the composition of sports sticks, such as wood or carbon fiber",text,No,0,,,,sg-1-12-8
Lacrosse equipment included,2851,"Specifies the items in a lacrosse equipment set, such as lacrosse stick or shoulder pads",text,No,0,,,,sg-1-11-7
Player position,1217,"Specifies the player position the product is intended for, e.g. goalie, midfielder",text,No,0,,,,sg-1-12-4-4
Recommended skill level,1218,"Specifies skill level, e.g. beginner, expert",text,No,0,,,,sg-4-17-2-17
Hockey equipment included,2852,"Specifies the items in a lacrosse equipment set, such as lacrosse stick or shoulder pads",text,No,0,,,,sg-1-12-4-3
Fastener type,1219,"Identifies the type of fastening mechanism used, such as magnetic",text,No,0,,,,sg-1-12-4-8
Exercise mat material,2964,"Specifies the type of material used in exercise mats, such as PVC or cork",text,No,0,,,,sg-2-26-3
Mouthgard design,3381,"Identifies the design of sports mouthguards, such as single or double",text,No,0,,,,sg-1-13-14
Material hardness,1222,"Defines the product's firmness, typically for sport or fitness equipment; e.g. extra soft, high resistance",text,No,0,,,,sg-2-10
Dynamic level,1223,"Categorizes racquetball and squash balls based on speed and bounce, e.g. green dot, red dot",text,No,0,,,,sg-1-15-1
Eyewear lens color,1,"Identifies the color of the lens in eyewear, such as clear or orange",text,No,0,,,,vp-1-6-7-10
Eyewear lens pattern,3,"Describes the design or print on eyewear lenses, such as hearts or paisley",text,No,0,,,,vp-1-6-7-10
Racket balance,3426,"Indicates the weight distribution of a racket, e.g. head-heavy, even balance",text,No,0,,,,sg-4-14-1-2-2
Racket head shape,3427,"Defines the shape of the racket head, e.g. oval, isometric",text,No,0,,,,sg-4-14-1-2-2
Racket material,2854,"Specifies the type of material from which a sport racket is made, such as wood or carbon fiber",text,No,0,,,,sg-4-14-1-2-2
Net mounting type,2855,"Identifies how a tennis net is mounted, such as clip-on or tripod stand",text,No,0,,,,sg-1-20-5
Racket gauge,1227,"Specifies the thickness of tennis racket strings, e.g. 16",text,No,0,,,,sg-1-20-6-5
Racket string design,2856,"Identifies the string construction in tennis rackets, such as mono-filament and multi-filament",text,No,0,,,,sg-1-20-6-5
Racket string material,2857,"Specifies the composition of tennis racket strings, such as Kevlar or Polyurethane (PU)",text,No,0,,,,sg-1-20-6-5
Swing style,1228,"Classifies based on swing technique, typically for tennis rackets; e.g. long strokes",text,No,0,,,,sg-1-20-7
Exercise equipment material,2858,"Identifies the main material used in fitness equipment, like steel or rubber",text,No,0,,,,sg-2-12
Resistance system,1229,"Defines the mechanism used to create resistance in fitness equipment, e.g. water, air",text,No,0,,,,sg-2-4-2-3
Jump rope design,3382,"Describes the type of jump rope, such as regular or smart",text,No,0,,,,sg-2-4-3
Exercise equipment included,2859,"Identifies the specific exercise items included in a set, like a yoga mat or dumbbells",text,No,0,,,,sg-2-9
Resistance level,1230,"Indicates the product's resistance level, typically for exercise bands; e.g. very heavy",text,No,0,,,,sg-2-6
Compatible bench positions,1231,"Specifies the range of positions, typically for a workout bench; e.g. flat or decline",text,No,0,,,,sg-2-7
Compatible exercises,1232,"Specifies the exercises that can be performed with the product, such as chin-ups or dips",text,No,0,,,,sg-2-16
Bar mounting type,2860,"Specifies the setup method for exercise bars, such as door or joist",text,No,0,,,,sg-2-17
Stopwatch features,3042,"Highlights the features of a stopwatch, e.g. illuminated, memory function",text,No,0,,,,sg-2-21
Weight bar activity,1233,"Specifies the intended use of weightlifting bars, e.g. powerlifting, technique training",text,No,0,,,,sg-2-24-1-1
Weight bar type,1234,"Specifies the design of weightlifting bars, such as trap or curl",text,No,0,,,,sg-2-24-1-1
Collar lock type,2861,"Specifies the type of collar lock on weight lifting equipment, like spinlock or spring clamp",text,No,0,,,,sg-2-24-1-3
Compatible weight lifting accessory,1235,"Specifies the weight lifting equipment the product is compatible with, such as barbell or dumbbell",text,No,0,,,,sg-2-24-1-3
J-cup type,1237,"Defines the style of J-cups on weight lifting equipment, e.g. flat, sandwich",text,No,0,,,,sg-2-24-6-4
Pull-up bar,1238,"Specifies the type of grip on fitness equipment, such as standard or raw",text,No,0,,,,sg-2-24-6-4
Cue style,1239,"Specifies the style of a billiard shaft, e.g. straight, conical",text,No,0,,,,sg-3-2-4-3
Cue type,1240,"Specifies the cue type of a billiard shaft, e.g. break, jump",text,No,0,,,,sg-3-2-4-3
Cue wrap,1241,"Identifies the type of wrap on a billiard cue, such as Irish linen or no wrap",text,No,0,,,,sg-3-2-4-2
Joint connection,3172,"Specifies the joint connection in billiard cues, e.g. composite, no joint",text,No,0,,,,sg-3-2-4-3
Joint face type,3173,"Specifies the type of joint face on billiard shafts, such as full or piloted",text,No,0,,,,sg-3-2-4-3
Joint style,1242,"Defines the type of joint used in billiard cues, such as uni-loc or radial",text,No,0,,,,sg-3-2-4-3
Games included,1245,"Lists the games that come with the product, such as cards or checkers",text,No,0,,,,sg-3-5-3
Ping pong equipment included,2862,"Specifies the type of ping pong gear included in the set, such as net or ping pong paddles",text,No,0,,,,sg-3-6-4
Ping pong robot features,3174,"Describes the functionalities of a ping pong robot, such as drill grouping or remote control",text,No,0,,,,sg-3-6-6
Watercraft propulsion type,2863,"Specifies how a watercraft is propelled, such as manual or motorized",text,No,0,,,,sg-4-1-1-9
Paddle/Oar material,3383,"Identifies the material used in the construction of paddles or oars, like aluminum or wood",text,No,0,,,,sg-4-1-1-7
Suitable for boat type,3384,"Identifies the type of boat a product is designed for, such as a kayak or raft",text,No,0,,,,sg-4-1-1-7
Inflation method,3385,"Identifies how a product is inflated, such as automatic or hydrostatic",text,No,0,,,,sg-4-1-2-3
Life jacket features,3175,"Highlights the unique characteristics of life jackets, like reflective or buoyant",text,No,0,,,,sg-4-1-2-3
Display features,3176,"Describes the type of display on a product, such as touchscreen or button controls",text,No,0,,,,sg-4-4-1-8
Dive computer items included,3386,"Specifies what items are included with a dive computer, such as a transmitter or strap",text,No,0,,,,sg-4-1-3-2
Diving/Snorkeling equipment included,2864,"Specifies the diving/snorkeling accessories included, such as wetsuit or snorkel",text,No,0,,,,sg-4-1-3-3
Water sport,1249,"Specifies the water sport for which the product is designed, such as scuba diving or kayaking",text,No,0,,,,sg-4-1-6-13
Fin material,2865,"Specifies the type of material in diving or snorkeling fins, such as plastic or rubber",text,No,0,,,,sg-4-1-3-4-2
Fin pocket type,1250,"Specifies the design of the foot pocket on diving fins; e.g. full foot, open heel",text,No,0,,,,sg-4-1-3-4-2
Diving regulator style,2866,"Specifies the style of diving regulator, such as unbalanced piston or diaphragm",text,No,0,,,,sg-4-1-3-8
Snorkel shape,2867,"Describes the form of a snorkel, such as J-shaped or flexible",text,No,0,,,,sg-4-1-3-9-3
Kitesurfing style,1253,"Defines the specific style of kitesurfing the product is designed for, such as wave riding",text,No,0,,,,sg-4-1-4-5
Bodyboard features,3178,"Describes unique aspects of a bodyboard, such as hard top or inflatable",text,No,0,,,,sg-4-1-5-1
Paddleboard features,3178,"Describes specific characteristics of a paddleboard, such as inflatable or hard top",text,No,0,,,,sg-4-1-5-8-3
Fin profile,1254,"Classifies surfboard based on fin configuration, e.g. five-fin, twin",text,No,0,,,,sg-4-1-5-6
Board concave shape,1255,"Defines the concave curve of surfboards or paddleboards; e.g. V-concave, flat",text,No,0,,,,sg-4-1-5-8-4
Board profile,1256,"Defines the profile of a surfboard, e.g. flat, rocker",text,No,0,,,,sg-4-1-5-8-4
Surfboard features,3178,"Specifies unique characteristics of a surfboard, like inflatable or hard top",text,No,0,,,,sg-4-1-5-8-2
Waveski features,3178,"Describes the unique characteristics of a waveski, such as adjustable strap or anti-slip",text,No,0,,,,sg-4-1-5-8-4
Kneeboard features,3178,"Describes specific characteristics of a kneeboard, like adjustable strap or anti-slip",text,No,0,,,,sg-4-1-7-1-1
Rocker type,1257,"Specifies the curvature style of snowboards or skis, e.g. flat, rocker",text,No,0,,,,sg-4-17-2-13-2
Ski construction,2868,"Identifies the type of ski construction, such as hybrid cap or partial cap",text,No,0,,,,sg-4-17-2-13-2
Anchor type,1258,"Defines the anchor used in towed water sports equipment, such as fluke or plow",text,No,0,,,,vp-1-8-1-4
Windsurfing board style,2869,"Specifies the type of windsurfing board, such as freestyle or slalom",text,No,0,,,,sg-4-1-9-2
Air mattress features,3182,"Describes unique characteristics of an air mattress, like easy to inflate or puncture resistant",text,No,0,,,,sg-4-2-1-2
Hunting/Survival knife design,2870,"Identifies the design of a hunting/survival knife, such as spear point or tanto point",text,No,0,,,,sg-4-2-4-7-3
Knife type,1263,"Classifies knives based on their intended use or design, such as multi-tool or EDC",text,No,0,,,,sg-4-2-4-7-3
Hand warmer type,3183,"Identifies the kind of hand warmer, such as air-activated or battery-powered",text,No,0,,,,sg-4-2-5
Outdoor walking activity,1264,"Classifies products based on intended outdoor walking activity, e.g. trekking, trail running",text,No,0,,,,sg-4-2-8
Compass style,2871,"Specifies the style of navigational compasses, like dive compass or gyrocompass",text,No,0,,,,sg-4-2-10-3
Suitable for camping activity,1971,"Specifies compatibility with specific camping activities, typically for tents; e.g. beach, backpacking",text,No,0,,,,sg-4-2-17-2
Assisted braking technology,3387,"Indicates the type of assisted braking in belay devices, e.g. active, passive",text,No,0,,,,sg-4-3-1-3
Carabiner gate type,1266,"Defines the type of gate on climbing carabiners, such as screw gate or snap gate",text,No,0,,,,sg-4-3-2
Carabiner shape,2872,"Identifies the form of carabiners used in climbing, like HMS or pear",text,No,0,,,,sg-4-3-2
Crampon attachment type,2873,"Identifies how crampons attach to footwear, such as hybrid or step-in",text,No,0,,,,sg-4-3-3-3
Climbing activity,1268,"Specifies the type of climbing the product is designed for, such as mountaineering or ice climbing",text,No,0,,,,sg-4-3-8
Harness closure type,1269,"Specifies the type of closure used in harnesses, such as side release buckle or zipper",text,No,0,,,,sg-4-3-8
Compatible bike type,1270,"Specifies the type of bicycle the product is designed for, like electric or road",text,No,0,,,,sg-4-4-4-1-1
Vehicle placement,1271,"Specifies where on a bicycle the product can be placed, e.g. frame, front",text,No,0,,,,sg-4-4-2-23-6
Child seat placement,2874,"Specifies the location of the child seat on a bike, such as front or rear",text,No,0,,,,sg-4-4-1-6
Hitch type,1274,"Specifies the mounting method for bicycle trailers, such as axle-mounted or seat post",text,No,0,,,,sg-4-4-1-23
Bicycle brake type,1275,"Specifies the brake system on a bicycle, such as V-brake or disc",text,No,0,,,,sg-4-4-2-2
Cable type,1276,"Classifies the variety of cable, typically in cycling equipment; e.g. brake, gear",text,No,0,,,,sg-4-4-2-3
Cycling style,1278,"Defines the intended use or riding style of cycling products, like road racing or BMX racing",text,No,0,,,,sg-4-4-2-21-4
Saddle base color,1,"Identifies the primary color of a bicycle saddle base, like black or blue",text,No,0,,,,sg-4-4-2-13
Saddle base material,2968,"Identifies the material used in the base of a bicycle saddle, like steel or carbon fiber",text,No,0,,,,sg-4-4-2-13
Saddle base pattern,3,"Describes the design or print on a bicycle saddle base, such as abstract or logo",text,No,0,,,,sg-4-4-2-13
Saddle seat color,1,"Specifies the color of a bicycle saddle seat, like silver or red",text,No,0,,,,sg-4-4-2-13
Saddle seat material,2968,"Identifies the material used in the construction of a bicycle saddle, such as leather or nylon",text,No,0,,,,sg-4-4-2-13
Saddle seat pattern,3,"Describes the design or print on a bicycle saddle seat, such as floral or geometric",text,No,0,,,,sg-4-4-2-13
Valve type,1280,"Specifies the type of valve in bicycle parts, e.g. Presta, Schrader",text,No,0,,,,sg-4-4-2-22
Tire bead type,1281,"Specifies the type of bead in bicycle tires, such as folding or rigid",text,No,0,,,,sg-4-4-2-21-4
Bicycle features,3184,"Specifies special characteristics of a bike, e.g. puncture resistant tires, luggage rack",text,No,0,,,,sg-4-4-3-13
Gearing type,1282,"Specifies the type of gear system in cycling products, like chain or belt",text,No,0,,,,sg-4-4-3-13
Tricycle design,2877,"Describes the style of a tricycle, such as upright or recumbent",text,No,0,,,,sg-4-4-6
Tricycle propulsion type,2878,"Specifies how a tricycle is driven, such as push or front drive",text,No,0,,,,sg-4-4-6
Wheel type,1283,"Specifies the kind of wheel for cycling products, such as inflatable or solid",text,No,0,,,,sg-4-15-2
Boot type,1284,"Classifies the boot style, e.g. soft boot, hard boot",text,No,0,,,,sg-4-12-5-4
Clipper/Trimmer type,3388,"Identifies the power source of clippers or trimmers, such as corded or cordless",text,No,0,,,,sg-4-5-1-5-1
Horse grooming accessories included,2879,"Identifies additional items included with horse grooming products, like blades or carrying case",text,No,0,,,,sg-4-5-1-5-1
Work capacity,3389,"Describes the performance level of a product, such as heavy-duty or light-duty",text,No,0,,,,sg-4-5-1-5-1
Horse category,1286,"Classifies horse tack based on horse size and breed, e.g. pony, standard",text,No,0,,,,sg-4-5-2-7
Wader type,3185,"Defines the specific style of fishing or hunting waders, such as hip or waist",text,No,0,,,,sg-4-6-2-3
